productkey,customerkey,salesamount,orderdate,duedate,shipdate
344,11072,3399.99,3/31/2020,04-12-2020,04-07-2020
311,12267,3578.27,04-01-2020,4/13/2020,04-08-2020
351,11095,3374.99,04-01-2020,4/13/2020,04-08-2020
312,17728,3578.27,04-01-2020,4/13/2020,04-08-2020
314,28598,3578.27,04-02-2020,4/14/2020,04-09-2020
310,17921,3578.27,04-02-2020,4/14/2020,04-09-2020
311,17904,3578.27,04-02-2020,4/14/2020,04-09-2020
312,28199,3578.27,04-02-2020,4/14/2020,04-09-2020
311,28257,3578.27,04-03-2020,4/15/2020,04-10-2020
310,17510,3578.27,04-03-2020,4/15/2020,04-10-2020
345,11343,3399.99,04-04-2020,4/16/2020,04-11-2020
311,28273,3578.27,04-04-2020,4/16/2020,04-11-2020
324,20165,699.1,04-04-2020,4/16/2020,04-11-2020
345,25895,3399.99,04-04-2020,4/16/2020,04-11-2020
351,11097,3374.99,04-04-2020,4/16/2020,04-11-2020
314,18188,3578.27,04-04-2020,4/16/2020,04-11-2020
311,18189,3578.27,04-04-2020,4/16/2020,04-11-2020
314,17354,3578.27,04-04-2020,4/16/2020,04-11-2020
348,25905,3374.99,04-05-2020,4/17/2020,04-12-2020
320,14610,699.1,04-05-2020,4/17/2020,04-12-2020
314,17920,3578.27,04-05-2020,4/17/2020,04-12-2020
310,14427,3578.27,04-06-2020,4/18/2020,4/13/2020
313,28200,3578.27,04-06-2020,4/18/2020,4/13/2020
336,14602,699.1,04-06-2020,4/18/2020,4/13/2020
312,17911,3578.27,04-06-2020,4/18/2020,4/13/2020
313,14159,3578.27,04-07-2020,4/19/2020,4/14/2020
311,28243,3578.27,04-07-2020,4/19/2020,4/14/2020
312,28244,3578.27,04-07-2020,4/19/2020,4/14/2020
314,28271,3578.27,04-07-2020,4/19/2020,4/14/2020
311,28297,3578.27,04-07-2020,4/19/2020,4/14/2020
326,14591,699.1,04-07-2020,4/19/2020,4/14/2020
336,14603,699.1,04-07-2020,4/19/2020,4/14/2020
347,11093,3399.99,04-07-2020,4/19/2020,4/14/2020
345,11099,3399.99,04-07-2020,4/19/2020,4/14/2020
310,17511,3578.27,04-07-2020,4/19/2020,4/14/2020
310,17732,3578.27,04-07-2020,4/19/2020,4/14/2020
311,14525,3578.27,04-08-2020,4/20/2020,4/15/2020
311,14158,3578.27,04-08-2020,4/20/2020,4/15/2020
310,13686,3578.27,04-08-2020,4/20/2020,4/15/2020
310,28259,3578.27,04-08-2020,4/20/2020,4/15/2020
312,28285,3578.27,04-08-2020,4/20/2020,4/15/2020
348,11092,3374.99,04-08-2020,4/20/2020,4/15/2020
313,17912,3578.27,04-08-2020,4/20/2020,4/15/2020
313,17502,3578.27,04-08-2020,4/20/2020,4/15/2020
328,25562,699.1,04-08-2020,4/20/2020,4/15/2020
314,14150,3578.27,04-09-2020,4/21/2020,4/16/2020
310,28250,3578.27,04-09-2020,4/21/2020,4/16/2020
313,18193,3578.27,04-09-2020,4/21/2020,4/16/2020
311,17514,3578.27,04-09-2020,4/21/2020,4/16/2020
310,17736,3578.27,04-09-2020,4/21/2020,4/16/2020
310,13767,3578.27,04-10-2020,4/22/2020,4/17/2020
310,14157,3578.27,04-10-2020,4/22/2020,4/17/2020
310,14183,3578.27,04-10-2020,4/22/2020,4/17/2020
349,29399,3374.99,04-10-2020,4/22/2020,4/17/2020
310,28234,3578.27,04-10-2020,4/22/2020,4/17/2020
349,25903,3374.99,04-10-2020,4/22/2020,4/17/2020
351,11080,3374.99,04-10-2020,4/22/2020,4/17/2020
310,17915,3578.27,04-10-2020,4/22/2020,4/17/2020
313,14191,3578.27,04-11-2020,4/23/2020,4/18/2020
347,11341,3399.99,04-11-2020,4/23/2020,4/18/2020
310,28268,3578.27,04-11-2020,4/23/2020,4/18/2020
311,28296,3578.27,04-11-2020,4/23/2020,4/18/2020
314,28298,3578.27,04-11-2020,4/23/2020,4/18/2020
312,28587,3578.27,04-11-2020,4/23/2020,4/18/2020
351,11096,3374.99,04-11-2020,4/23/2020,4/18/2020
310,17924,3578.27,04-11-2020,4/23/2020,4/18/2020
313,17925,3578.27,04-11-2020,4/23/2020,4/18/2020
314,17353,3578.27,04-11-2020,4/23/2020,4/18/2020
313,17730,3578.27,04-11-2020,4/23/2020,4/18/2020
314,17910,3578.27,04-11-2020,4/23/2020,4/18/2020
345,29398,3399.99,04-12-2020,4/24/2020,4/19/2020
313,28246,3578.27,04-12-2020,4/24/2020,4/19/2020
314,28339,3578.27,04-12-2020,4/24/2020,4/19/2020
345,25901,3399.99,04-12-2020,4/24/2020,4/19/2020
330,14596,699.1,04-12-2020,4/24/2020,4/19/2020
312,17733,3578.27,04-12-2020,4/24/2020,4/19/2020
311,28240,3578.27,4/13/2020,4/25/2020,4/20/2020
312,28588,3578.27,4/13/2020,4/25/2020,4/20/2020
312,17515,3578.27,4/13/2020,4/25/2020,4/20/2020
314,13666,3578.27,4/14/2020,4/26/2020,4/21/2020
350,19844,3374.99,4/14/2020,4/26/2020,4/21/2020
314,28221,3578.27,4/15/2020,4/27/2020,4/22/2020
310,28224,3578.27,4/15/2020,4/27/2020,4/22/2020
313,28299,3578.27,4/15/2020,4/27/2020,4/22/2020
351,11077,3374.99,4/15/2020,4/27/2020,4/22/2020
351,11103,3374.99,4/15/2020,4/27/2020,4/22/2020
320,25563,699.1,4/15/2020,4/27/2020,4/22/2020
310,28223,3578.27,4/16/2020,4/28/2020,4/23/2020
312,28584,3578.27,4/16/2020,4/28/2020,4/23/2020
349,11100,3374.99,4/16/2020,4/28/2020,4/23/2020
310,13606,3578.27,4/17/2020,4/29/2020,4/24/2020
311,28340,3578.27,4/17/2020,4/29/2020,4/24/2020
312,28355,3578.27,4/17/2020,4/29/2020,4/24/2020
345,11069,3399.99,4/17/2020,4/29/2020,4/24/2020
311,17917,3578.27,4/17/2020,4/29/2020,4/24/2020
311,17919,3578.27,4/17/2020,4/29/2020,4/24/2020
310,17352,3578.27,4/17/2020,4/29/2020,4/24/2020
311,17512,3578.27,4/17/2020,4/29/2020,4/24/2020
313,13607,3578.27,4/18/2020,4/30/2020,4/25/2020
326,19353,699.1,4/18/2020,4/30/2020,4/25/2020
313,28586,3578.27,4/18/2020,4/30/2020,4/25/2020
312,17916,3578.27,4/18/2020,4/30/2020,4/25/2020
311,17504,3578.27,4/18/2020,4/30/2020,4/25/2020
314,13770,3578.27,4/19/2020,05-01-2020,4/26/2020
314,14146,3578.27,4/19/2020,05-01-2020,4/26/2020
313,28362,3578.27,4/19/2020,05-01-2020,4/26/2020
314,28583,3578.27,4/19/2020,05-01-2020,4/26/2020
313,17927,3578.27,4/19/2020,05-01-2020,4/26/2020
312,17725,3578.27,4/19/2020,05-01-2020,4/26/2020
314,14165,3578.27,4/20/2020,05-02-2020,4/27/2020
312,28270,3578.27,4/20/2020,05-02-2020,4/27/2020
310,28580,3578.27,4/20/2020,05-02-2020,4/27/2020
312,28573,3578.27,4/21/2020,05-03-2020,4/28/2020
322,26630,699.1,4/21/2020,05-03-2020,4/28/2020
344,11076,3399.99,4/21/2020,05-03-2020,4/28/2020
312,17909,3578.27,4/21/2020,05-03-2020,4/28/2020
310,14195,3578.27,4/22/2020,05-04-2020,4/29/2020
312,12261,3578.27,4/22/2020,05-04-2020,4/29/2020
312,22118,3578.27,4/22/2020,05-04-2020,4/29/2020
334,14599,699.1,4/22/2020,05-04-2020,4/29/2020
310,17370,3578.27,4/22/2020,05-04-2020,4/29/2020
311,13697,3578.27,4/24/2020,05-06-2020,05-01-2020
314,17478,3578.27,4/25/2020,05-07-2020,05-02-2020
313,17914,3578.27,4/25/2020,05-07-2020,05-02-2020
312,12265,3578.27,4/26/2020,05-08-2020,05-03-2020
311,28264,3578.27,4/26/2020,05-08-2020,05-03-2020
312,28293,3578.27,4/26/2020,05-08-2020,05-03-2020
310,28294,3578.27,4/26/2020,05-08-2020,05-03-2020
313,28295,3578.27,4/26/2020,05-08-2020,05-03-2020
332,20164,699.1,4/26/2020,05-08-2020,05-03-2020
310,17923,3578.27,4/26/2020,05-08-2020,05-03-2020
310,17926,3578.27,4/26/2020,05-08-2020,05-03-2020
312,17513,3578.27,4/26/2020,05-08-2020,05-03-2020
320,25560,699.1,4/26/2020,05-08-2020,05-03-2020
311,28196,3578.27,4/27/2020,05-09-2020,05-04-2020
314,28247,3578.27,4/27/2020,05-09-2020,05-04-2020
314,28288,3578.27,4/27/2020,05-09-2020,05-04-2020
334,20150,699.1,4/27/2020,05-09-2020,05-04-2020
313,17918,3578.27,4/27/2020,05-09-2020,05-04-2020
311,14155,3578.27,4/28/2020,05-10-2020,05-05-2020
332,19340,699.1,4/28/2020,05-10-2020,05-05-2020
314,22120,3578.27,4/28/2020,05-10-2020,05-05-2020
320,14613,699.1,4/28/2020,05-10-2020,05-05-2020
334,26640,699.1,4/28/2020,05-10-2020,05-05-2020
346,11070,3399.99,4/28/2020,05-10-2020,05-05-2020
351,11075,3374.99,4/28/2020,05-10-2020,05-05-2020
314,17734,3578.27,4/28/2020,05-10-2020,05-05-2020
313,17735,3578.27,4/28/2020,05-10-2020,05-05-2020
322,25561,699.1,4/28/2020,05-10-2020,05-05-2020
312,13685,3578.27,4/29/2020,05-11-2020,05-06-2020
312,28255,3578.27,4/29/2020,05-11-2020,05-06-2020
330,14601,699.1,4/29/2020,05-11-2020,05-06-2020
345,11101,3399.99,4/29/2020,05-11-2020,05-06-2020
314,17913,3578.27,4/29/2020,05-11-2020,05-06-2020
310,17922,3578.27,4/29/2020,05-11-2020,05-06-2020
314,17726,3578.27,4/29/2020,05-11-2020,05-06-2020
350,29391,3374.99,4/30/2020,05-12-2020,05-07-2020
350,25891,3374.99,4/30/2020,05-12-2020,05-07-2020
347,29448,3399.99,05-01-2020,5/13/2020,05-08-2020
314,28664,3578.27,05-01-2020,5/13/2020,05-08-2020
347,25917,3399.99,05-01-2020,5/13/2020,05-08-2020
349,11107,3374.99,05-01-2020,5/13/2020,05-08-2020
344,11110,3399.99,05-01-2020,5/13/2020,05-08-2020
313,28660,3578.27,05-01-2020,5/13/2020,05-08-2020
314,28667,3578.27,05-02-2020,5/14/2020,05-09-2020
314,28653,3578.27,05-02-2020,5/14/2020,05-09-2020
312,28662,3578.27,05-02-2020,5/14/2020,05-09-2020
314,13782,3578.27,05-03-2020,5/15/2020,05-10-2020
348,11108,3374.99,05-03-2020,5/15/2020,05-10-2020
346,11134,3399.99,05-03-2020,5/15/2020,05-10-2020
310,18210,3578.27,05-03-2020,5/15/2020,05-10-2020
313,28671,3578.27,05-04-2020,5/16/2020,05-11-2020
312,28790,3578.27,05-04-2020,5/16/2020,05-11-2020
314,28794,3578.27,05-04-2020,5/16/2020,05-11-2020
311,28627,3578.27,05-04-2020,5/16/2020,05-11-2020
342,26683,699.1,05-04-2020,5/16/2020,05-11-2020
346,11104,3399.99,05-04-2020,5/16/2020,05-11-2020
310,13795,3578.27,05-05-2020,5/17/2020,05-12-2020
330,17987,699.1,05-05-2020,5/17/2020,05-12-2020
314,28761,3578.27,05-05-2020,5/17/2020,05-12-2020
313,28645,3578.27,05-05-2020,5/17/2020,05-12-2020
310,18250,3578.27,05-05-2020,5/17/2020,05-12-2020
345,11124,3399.99,05-05-2020,5/17/2020,05-12-2020
313,18238,3578.27,05-05-2020,5/17/2020,05-12-2020
310,12290,3578.27,05-06-2020,5/18/2020,5/13/2020
348,29400,3374.99,05-06-2020,5/18/2020,5/13/2020
310,28792,3578.27,05-06-2020,5/18/2020,5/13/2020
314,18243,3578.27,05-06-2020,5/18/2020,5/13/2020
345,11117,3399.99,05-06-2020,5/18/2020,5/13/2020
314,14702,3578.27,05-07-2020,5/19/2020,5/14/2020
342,20167,699.1,05-07-2020,5/19/2020,5/14/2020
322,19364,699.1,05-07-2020,5/19/2020,5/14/2020
314,28672,3578.27,05-07-2020,5/19/2020,5/14/2020
313,28772,3578.27,05-07-2020,5/19/2020,5/14/2020
310,28774,3578.27,05-07-2020,5/19/2020,5/14/2020
313,18200,3578.27,05-07-2020,5/19/2020,5/14/2020
311,18220,3578.27,05-07-2020,5/19/2020,5/14/2020
313,18241,3578.27,05-07-2020,5/19/2020,5/14/2020
314,13778,3578.27,05-08-2020,5/20/2020,5/15/2020
311,28675,3578.27,05-08-2020,5/20/2020,5/15/2020
313,28628,3578.27,05-08-2020,5/20/2020,5/15/2020
312,28650,3578.27,05-08-2020,5/20/2020,5/15/2020
314,28654,3578.27,05-08-2020,5/20/2020,5/15/2020
314,28655,3578.27,05-08-2020,5/20/2020,5/15/2020
313,28666,3578.27,05-08-2020,5/20/2020,5/15/2020
314,18205,3578.27,05-08-2020,5/20/2020,5/15/2020
312,13789,3578.27,05-09-2020,5/21/2020,5/16/2020
312,18204,3578.27,05-09-2020,5/21/2020,5/16/2020
313,18217,3578.27,05-09-2020,5/21/2020,5/16/2020
311,13771,3578.27,05-09-2020,5/21/2020,5/16/2020
312,12301,3578.27,05-10-2020,5/22/2020,5/17/2020
342,19357,699.1,05-10-2020,5/22/2020,5/17/2020
314,28658,3578.27,05-10-2020,5/22/2020,5/17/2020
313,18272,3578.27,05-10-2020,5/22/2020,5/17/2020
349,11109,3374.99,05-10-2020,5/22/2020,5/17/2020
348,11356,3374.99,05-10-2020,5/22/2020,5/17/2020
311,18209,3578.27,05-10-2020,5/22/2020,5/17/2020
312,28765,3578.27,05-11-2020,5/23/2020,5/18/2020
310,28629,3578.27,05-11-2020,5/23/2020,5/18/2020
314,18196,3578.27,05-11-2020,5/23/2020,5/18/2020
310,18203,3578.27,05-11-2020,5/23/2020,5/18/2020
311,18213,3578.27,05-11-2020,5/23/2020,5/18/2020
310,18218,3578.27,05-11-2020,5/23/2020,5/18/2020
314,14705,3578.27,05-12-2020,5/24/2020,5/19/2020
311,28644,3578.27,05-12-2020,5/24/2020,5/19/2020
310,28651,3578.27,05-12-2020,5/24/2020,5/19/2020
330,14617,699.1,05-12-2020,5/24/2020,5/19/2020
313,18246,3578.27,05-12-2020,5/24/2020,5/19/2020
313,18255,3578.27,05-12-2020,5/24/2020,5/19/2020
330,25567,699.1,05-12-2020,5/24/2020,5/19/2020
314,12280,3578.27,5/13/2020,5/25/2020,5/20/2020
311,12279,3578.27,5/13/2020,5/25/2020,5/20/2020
344,11344,3399.99,5/13/2020,5/25/2020,5/20/2020
344,29449,3399.99,5/13/2020,5/25/2020,5/20/2020
312,28770,3578.27,5/13/2020,5/25/2020,5/20/2020
344,25916,3399.99,5/13/2020,5/25/2020,5/20/2020
344,25924,3399.99,5/13/2020,5/25/2020,5/20/2020
351,11147,3374.99,5/13/2020,5/25/2020,5/20/2020
313,14720,3578.27,5/14/2020,5/26/2020,5/21/2020
350,28407,3374.99,5/14/2020,5/26/2020,5/21/2020
326,20170,699.1,5/14/2020,5/26/2020,5/21/2020
313,28619,3578.27,5/14/2020,5/26/2020,5/21/2020
346,11105,3399.99,5/14/2020,5/26/2020,5/21/2020
311,18275,3578.27,5/14/2020,5/26/2020,5/21/2020
350,11120,3374.99,5/14/2020,5/26/2020,5/21/2020
312,18201,3578.27,5/14/2020,5/26/2020,5/21/2020
313,18208,3578.27,5/14/2020,5/26/2020,5/21/2020
310,28775,3578.27,5/15/2020,5/27/2020,5/22/2020
336,14639,699.1,5/15/2020,5/27/2020,5/22/2020
349,11151,3374.99,5/15/2020,5/27/2020,5/22/2020
313,18212,3578.27,5/15/2020,5/27/2020,5/22/2020
311,18222,3578.27,5/15/2020,5/27/2020,5/22/2020
334,25564,699.1,5/15/2020,5/27/2020,5/22/2020
313,28763,3578.27,5/16/2020,5/28/2020,5/23/2020
310,28795,3578.27,5/16/2020,5/28/2020,5/23/2020
313,28621,3578.27,5/16/2020,5/28/2020,5/23/2020
350,25942,3374.99,5/16/2020,5/28/2020,5/23/2020
313,18245,3578.27,5/16/2020,5/28/2020,5/23/2020
311,18268,3578.27,5/16/2020,5/28/2020,5/23/2020
310,18207,3578.27,5/16/2020,5/28/2020,5/23/2020
314,13790,3578.27,5/17/2020,5/29/2020,5/24/2020
314,28635,3578.27,5/17/2020,5/29/2020,5/24/2020
336,25566,699.1,5/17/2020,5/29/2020,5/24/2020
312,18198,3578.27,5/17/2020,5/29/2020,5/24/2020
310,22233,3578.27,5/18/2020,5/30/2020,5/25/2020
310,22121,3578.27,5/18/2020,5/30/2020,5/25/2020
346,11106,3399.99,5/18/2020,5/30/2020,5/25/2020
312,12296,3578.27,5/19/2020,5/31/2020,5/26/2020
342,17982,699.1,5/19/2020,5/31/2020,5/26/2020
310,28797,3578.27,5/19/2020,5/31/2020,5/26/2020
312,28799,3578.27,5/19/2020,5/31/2020,5/26/2020
310,28643,3578.27,5/19/2020,5/31/2020,5/26/2020
310,18249,3578.27,5/19/2020,5/31/2020,5/26/2020
313,14712,3578.27,5/20/2020,06-01-2020,5/27/2020
342,20172,699.1,5/20/2020,06-01-2020,5/27/2020
310,18244,3578.27,5/20/2020,06-01-2020,5/27/2020
310,18269,3578.27,5/20/2020,06-01-2020,5/27/2020
344,11111,3399.99,5/20/2020,06-01-2020,5/27/2020
346,28414,3399.99,5/21/2020,06-02-2020,5/28/2020
311,28670,3578.27,5/21/2020,06-02-2020,5/28/2020
311,28676,3578.27,5/21/2020,06-02-2020,5/28/2020
311,22232,3578.27,5/21/2020,06-02-2020,5/28/2020
346,19855,3399.99,5/21/2020,06-02-2020,5/28/2020
313,18254,3578.27,5/21/2020,06-02-2020,5/28/2020
310,18219,3578.27,5/22/2020,06-03-2020,5/29/2020
326,25565,699.1,5/22/2020,06-03-2020,5/29/2020
313,22234,3578.27,5/23/2020,06-04-2020,5/30/2020
314,28769,3578.27,5/23/2020,06-04-2020,5/30/2020
336,14636,699.1,5/23/2020,06-04-2020,5/30/2020
314,18260,3578.27,5/23/2020,06-04-2020,5/30/2020
311,12300,3578.27,5/24/2020,06-05-2020,5/31/2020
350,29403,3374.99,5/24/2020,06-05-2020,5/31/2020
311,28678,3578.27,5/24/2020,06-05-2020,5/31/2020
311,28618,3578.27,5/24/2020,06-05-2020,5/31/2020
311,28649,3578.27,5/24/2020,06-05-2020,5/31/2020
350,25909,3374.99,5/24/2020,06-05-2020,5/31/2020
311,18240,3578.27,5/24/2020,06-05-2020,5/31/2020
313,28674,3578.27,5/25/2020,06-06-2020,06-01-2020
310,18248,3578.27,5/25/2020,06-06-2020,06-01-2020
348,11112,3374.99,5/25/2020,06-06-2020,06-01-2020
313,22128,3578.27,5/26/2020,06-07-2020,06-02-2020
313,28657,3578.27,5/26/2020,06-07-2020,06-02-2020
314,22182,3578.27,5/26/2020,06-07-2020,06-02-2020
314,22230,3578.27,5/26/2020,06-07-2020,06-02-2020
336,14616,699.1,5/26/2020,06-07-2020,06-02-2020
314,18239,3578.27,5/26/2020,06-07-2020,06-02-2020
313,14700,3578.27,5/27/2020,06-08-2020,06-03-2020
311,28625,3578.27,5/27/2020,06-08-2020,06-03-2020
342,26643,699.1,5/27/2020,06-08-2020,06-03-2020
310,13774,3578.27,5/28/2020,06-09-2020,06-04-2020
345,29410,3399.99,5/28/2020,06-09-2020,06-04-2020
314,28665,3578.27,5/28/2020,06-09-2020,06-04-2020
345,25910,3399.99,5/28/2020,06-09-2020,06-04-2020
332,14614,699.1,5/28/2020,06-09-2020,06-04-2020
313,18273,3578.27,5/28/2020,06-09-2020,06-04-2020
344,11126,3399.99,5/28/2020,06-09-2020,06-04-2020
310,12307,3578.27,5/29/2020,06-10-2020,06-05-2020
311,14697,3578.27,5/29/2020,06-10-2020,06-05-2020
312,28661,3578.27,5/29/2020,06-10-2020,06-05-2020
312,18251,3578.27,5/29/2020,06-10-2020,06-05-2020
313,18214,3578.27,5/29/2020,06-10-2020,06-05-2020
313,12285,3578.27,5/30/2020,06-11-2020,06-06-2020
311,28673,3578.27,5/30/2020,06-11-2020,06-06-2020
328,14634,699.1,5/30/2020,06-11-2020,06-06-2020
314,18242,3578.27,5/30/2020,06-11-2020,06-06-2020
313,18252,3578.27,5/30/2020,06-11-2020,06-06-2020
312,18202,3578.27,5/30/2020,06-11-2020,06-06-2020
310,12383,3578.27,5/31/2020,06-12-2020,06-07-2020
310,28829,3578.27,5/31/2020,06-12-2020,06-07-2020
314,29011,3578.27,5/31/2020,06-12-2020,06-07-2020
311,18452,3578.27,5/31/2020,06-12-2020,06-07-2020
350,11365,3374.99,5/31/2020,06-12-2020,06-07-2020
311,13836,3578.27,06-01-2020,6/13/2020,06-08-2020
342,20552,699.1,06-01-2020,6/13/2020,06-08-2020
311,29126,3578.27,06-01-2020,6/13/2020,06-08-2020
311,22732,3578.27,06-01-2020,6/13/2020,06-08-2020
314,28988,3578.27,06-01-2020,6/13/2020,06-08-2020
312,18695,3578.27,06-01-2020,6/13/2020,06-08-2020
313,18281,3578.27,06-01-2020,6/13/2020,06-08-2020
351,11444,3374.99,06-01-2020,6/13/2020,06-08-2020
312,12321,3578.27,06-02-2020,6/14/2020,06-09-2020
312,14777,3578.27,06-02-2020,6/14/2020,06-09-2020
313,28827,3578.27,06-02-2020,6/14/2020,06-09-2020
313,28853,3578.27,06-02-2020,6/14/2020,06-09-2020
350,25972,3374.99,06-02-2020,6/14/2020,06-09-2020
345,25975,3399.99,06-02-2020,6/14/2020,06-09-2020
311,18486,3578.27,06-02-2020,6/14/2020,06-09-2020
313,18488,3578.27,06-02-2020,6/14/2020,06-09-2020
312,18694,3578.27,06-02-2020,6/14/2020,06-09-2020
312,18309,3578.27,06-02-2020,6/14/2020,06-09-2020
314,12308,3578.27,06-03-2020,6/15/2020,06-10-2020
344,25973,3399.99,06-03-2020,6/15/2020,06-10-2020
312,28997,3578.27,06-03-2020,6/15/2020,06-10-2020
334,14643,699.1,06-03-2020,6/15/2020,06-10-2020
314,18337,3578.27,06-03-2020,6/15/2020,06-10-2020
350,29467,3374.99,06-04-2020,6/16/2020,06-11-2020
311,28804,3578.27,06-04-2020,6/16/2020,06-11-2020
310,28842,3578.27,06-04-2020,6/16/2020,06-11-2020
350,25952,3374.99,06-04-2020,6/16/2020,06-11-2020
311,18338,3578.27,06-04-2020,6/16/2020,06-11-2020
314,18465,3578.27,06-04-2020,6/16/2020,06-11-2020
312,13808,3578.27,06-05-2020,6/17/2020,06-12-2020
311,14138,3578.27,06-05-2020,6/17/2020,06-12-2020
314,28825,3578.27,06-05-2020,6/17/2020,06-12-2020
314,28857,3578.27,06-05-2020,6/17/2020,06-12-2020
314,18335,3578.27,06-05-2020,6/17/2020,06-12-2020
310,14140,3578.27,06-06-2020,6/18/2020,6/13/2020
312,29058,3578.27,06-06-2020,6/18/2020,6/13/2020
314,29139,3578.27,06-06-2020,6/18/2020,6/13/2020
313,28845,3578.27,06-06-2020,6/18/2020,6/13/2020
314,18334,3578.27,06-06-2020,6/18/2020,6/13/2020
346,11445,3399.99,06-06-2020,6/18/2020,6/13/2020
348,28418,3374.99,06-07-2020,6/19/2020,6/14/2020
322,17996,699.1,06-07-2020,6/19/2020,6/14/2020
336,19417,699.1,06-07-2020,6/19/2020,6/14/2020
310,22299,3578.27,06-07-2020,6/19/2020,6/14/2020
311,29128,3578.27,06-07-2020,6/19/2020,6/14/2020
348,19874,3374.99,06-07-2020,6/19/2020,6/14/2020
311,29004,3578.27,06-07-2020,6/19/2020,6/14/2020
320,26692,699.1,06-07-2020,6/19/2020,6/14/2020
328,14651,699.1,06-07-2020,6/19/2020,6/14/2020
310,18484,3578.27,06-07-2020,6/19/2020,6/14/2020
312,18487,3578.27,06-07-2020,6/19/2020,6/14/2020
310,18495,3578.27,06-07-2020,6/19/2020,6/14/2020
310,18693,3578.27,06-07-2020,6/19/2020,6/14/2020
314,18288,3578.27,06-07-2020,6/19/2020,6/14/2020
313,18457,3578.27,06-07-2020,6/19/2020,6/14/2020
310,18467,3578.27,06-07-2020,6/19/2020,6/14/2020
348,11364,3374.99,06-07-2020,6/19/2020,6/14/2020
351,11372,3374.99,06-07-2020,6/19/2020,6/14/2020
350,11443,3374.99,06-07-2020,6/19/2020,6/14/2020
313,14793,3578.27,06-08-2020,6/20/2020,6/15/2020
313,28852,3578.27,06-08-2020,6/20/2020,6/15/2020
312,18700,3578.27,06-08-2020,6/20/2020,6/15/2020
311,18301,3578.27,06-08-2020,6/20/2020,6/15/2020
345,11363,3399.99,06-08-2020,6/20/2020,6/15/2020
312,29111,3578.27,06-09-2020,6/21/2020,6/16/2020
312,28828,3578.27,06-09-2020,6/21/2020,6/16/2020
320,18004,699.1,06-10-2020,6/22/2020,6/17/2020
313,29048,3578.27,06-10-2020,6/22/2020,6/17/2020
312,29056,3578.27,06-10-2020,6/22/2020,6/17/2020
311,29136,3578.27,06-10-2020,6/22/2020,6/17/2020
311,28807,3578.27,06-10-2020,6/22/2020,6/17/2020
310,28833,3578.27,06-10-2020,6/22/2020,6/17/2020
311,18470,3578.27,06-10-2020,6/22/2020,6/17/2020
313,18496,3578.27,06-10-2020,6/22/2020,6/17/2020
311,18703,3578.27,06-10-2020,6/22/2020,6/17/2020
314,18296,3578.27,06-10-2020,6/22/2020,6/17/2020
312,18308,3578.27,06-10-2020,6/22/2020,6/17/2020
310,14833,3578.27,06-11-2020,6/23/2020,6/18/2020
314,29108,3578.27,06-11-2020,6/23/2020,6/18/2020
310,28821,3578.27,06-11-2020,6/23/2020,6/18/2020
310,28838,3578.27,06-11-2020,6/23/2020,6/18/2020
348,11351,3374.99,06-12-2020,6/24/2020,6/19/2020
346,11381,3399.99,06-12-2020,6/24/2020,6/19/2020
310,28847,3578.27,06-12-2020,6/24/2020,6/19/2020
313,22267,3578.27,06-12-2020,6/24/2020,6/19/2020
314,28856,3578.27,06-12-2020,6/24/2020,6/19/2020
348,25943,3374.99,06-12-2020,6/24/2020,6/19/2020
351,25951,3374.99,06-12-2020,6/24/2020,6/19/2020
346,25964,3399.99,06-12-2020,6/24/2020,6/19/2020
314,18696,3578.27,06-12-2020,6/24/2020,6/19/2020
310,18307,3578.27,06-12-2020,6/24/2020,6/19/2020
351,11353,3374.99,06-12-2020,6/24/2020,6/19/2020
314,14778,3578.27,6/13/2020,6/25/2020,6/20/2020
313,12332,3578.27,6/13/2020,6/25/2020,6/20/2020
314,13829,3578.27,6/13/2020,6/25/2020,6/20/2020
313,18284,3578.27,6/13/2020,6/25/2020,6/20/2020
350,11359,3374.99,6/13/2020,6/25/2020,6/20/2020
312,13822,3578.27,6/14/2020,6/26/2020,6/21/2020
311,14832,3578.27,6/14/2020,6/26/2020,6/21/2020
324,19415,699.1,6/14/2020,6/26/2020,6/21/2020
314,29032,3578.27,6/14/2020,6/26/2020,6/21/2020
310,28840,3578.27,6/14/2020,6/26/2020,6/21/2020
344,25969,3399.99,6/14/2020,6/26/2020,6/21/2020
349,25976,3374.99,6/14/2020,6/26/2020,6/21/2020
310,28966,3578.27,6/14/2020,6/26/2020,6/21/2020
311,18468,3578.27,6/14/2020,6/26/2020,6/21/2020
311,18491,3578.27,6/14/2020,6/26/2020,6/21/2020
312,18461,3578.27,6/14/2020,6/26/2020,6/21/2020
311,18463,3578.27,6/14/2020,6/26/2020,6/21/2020
310,13842,3578.27,6/15/2020,6/27/2020,6/22/2020
350,29466,3374.99,6/15/2020,6/27/2020,6/22/2020
310,29017,3578.27,6/15/2020,6/27/2020,6/22/2020
338,14648,699.1,6/15/2020,6/27/2020,6/22/2020
312,18489,3578.27,6/15/2020,6/27/2020,6/22/2020
314,18277,3578.27,6/15/2020,6/27/2020,6/22/2020
312,18336,3578.27,6/15/2020,6/27/2020,6/22/2020
310,28830,3578.27,6/16/2020,6/28/2020,6/23/2020
